id,date,time,co_gt,no2_gt,temperature,humidity,created_at
4247,04/09/2004,12.00.00,2.3,82.0513,38.3,21.5,2026-01-28 02:46:51
4248,04/09/2004,13.00.00,1.8,81.7778,37.1,21.2,2026-01-28 02:46:51
4249,04/09/2004,14.00.00,1.4,81.5043,37.3,20.3,2026-01-28 02:46:51
4250,04/09/2004,15.00.00,1.6,81.2308,38.3,19.3,2026-01-28 02:46:51
4251,04/09/2004,16.00.00,2.3,80.9573,40.7,17.0,2026-01-28 02:46:51
4252,04/09/2004,17.00.00,2.4,80.6838,39.5,18.5,2026-01-28 02:46:51
4253,04/09/2004,18.00.00,2.1,80.4103,36.6,22.6,2026-01-28 02:46:51
4254,04/09/2004,19.00.00,1.8,80.1367,32.8,28.2,2026-01-28 02:46:51
4255,04/09/2004,20.00.00,1.7,79.8633,30.7,30.7,2026-01-28 02:46:51
4256,04/09/2004,21.00.00,1.9,79.5897,30.1,28.7,2026-01-28 02:46:51
4257,04/09/2004,22.00.00,1.6,79.3162,29.7,25.4,2026-01-28 02:46:51
4258,04/09/2004,23.00.00,2.6,79.0427,29.6,24.3,2026-01-28 02:46:51
4259,05/09/2004,00.00.00,5.8,78.7692,28.0,29.1,2026-01-28 02:46:51
4260,05/09/2004,01.00.00,3.0,78.4957,27.2,33.3,2026-01-28 02:46:51
4261,05/09/2004,02.00.00,1.5,78.2222,27.5,30.9,2026-01-28 02:46:51
4262,05/09/2004,03.00.00,0.9,77.9487,27.1,33.3,2026-01-28 02:46:51
4263,05/09/2004,04.00.00,1.1,77.6752,26.4,35.1,2026-01-28 02:46:51
4264,05/09/2004,05.00.00,0.9,77.4017,25.6,37.6,2026-01-28 02:46:51
4265,05/09/2004,06.00.00,0.7,77.1282,25.4,38.6,2026-01-28 02:46:51
4266,05/09/2004,07.00.00,0.6,76.8547,25.5,38.2,2026-01-28 02:46:51
4267,05/09/2004,08.00.00,0.7,76.5812,27.0,34.3,2026-01-28 02:46:51
4268,05/09/2004,09.00.00,0.8,76.3077,29.9,29.6,2026-01-28 02:46:51
4269,05/09/2004,10.00.00,0.9,76.0342,31.9,26.8,2026-01-28 02:46:51
4270,05/09/2004,11.00.00,1.0,75.7607,33.0,23.5,2026-01-28 02:46:51
4271,05/09/2004,12.00.00,0.9,75.4872,34.5,19.3,2026-01-28 02:46:51
4272,05/09/2004,13.00.00,0.7,75.2137,33.2,19.0,2026-01-28 02:46:51
4273,05/09/2004,14.00.00,0.6,74.9402,32.2,20.5,2026-01-28 02:46:51
4274,05/09/2004,15.00.00,0.6,74.6667,32.6,17.5,2026-01-28 02:46:51
4275,05/09/2004,16.00.00,0.8,74.3932,33.0,17.5,2026-01-28 02:46:51
4276,05/09/2004,17.00.00,0.9,74.1197,32.9,17.5,2026-01-28 02:46:51
4277,05/09/2004,18.00.00,1.1,73.8462,31.6,18.0,2026-01-28 02:46:51
4278,05/09/2004,19.00.00,1.7,73.5726,29.3,20.4,2026-01-28 02:46:51
4279,05/09/2004,20.00.00,1.5,73.2991,27.8,24.4,2026-01-28 02:46:51
4280,05/09/2004,21.00.00,1.6,73.0256,27.1,26.9,2026-01-28 02:46:51
4281,05/09/2004,22.00.00,1.7,72.7521,26.3,29.5,2026-01-28 02:46:51
4282,05/09/2004,23.00.00,1.3,72.4786,25.9,32.9,2026-01-28 02:46:51
4283,06/09/2004,00.00.00,1.3,72.2051,25.3,36.9,2026-01-28 02:46:51
4284,06/09/2004,01.00.00,1.0,71.9316,24.8,40.1,2026-01-28 02:46:51
4285,06/09/2004,02.00.00,0.6,71.6581,24.3,42.9,2026-01-28 02:46:51
4286,06/09/2004,03.00.00,0.5,71.3846,24.0,45.5,2026-01-28 02:46:51
4287,06/09/2004,04.00.00,0.45,71.1111,23.9,47.4,2026-01-28 02:46:51
4288,06/09/2004,05.00.00,0.4,70.8376,23.5,49.1,2026-01-28 02:46:51
4289,06/09/2004,06.00.00,0.7,70.5641,23.7,49.2,2026-01-28 02:46:51
4290,06/09/2004,07.00.00,1.8,70.2906,23.6,49.6,2026-01-28 02:46:51
4291,06/09/2004,08.00.00,1.9,70.0171,24.3,45.4,2026-01-28 02:46:51
4292,06/09/2004,09.00.00,1.7,69.7436,26.3,38.3,2026-01-28 02:46:51
4293,06/09/2004,10.00.00,1.3,69.4701,27.6,34.2,2026-01-28 02:46:51
4294,06/09/2004,11.00.00,1.4,69.1966,29.2,29.1,2026-01-28 02:46:51
4295,06/09/2004,12.00.00,1.3,68.9231,29.2,28.6,2026-01-28 02:46:51
4296,06/09/2004,13.00.00,1.4,68.6496,29.4,28.3,2026-01-28 02:46:51
4297,06/09/2004,14.00.00,1.2,68.3761,29.8,28.0,2026-01-28 02:46:51
4298,06/09/2004,15.00.00,1.3,68.1026,30.1,26.7,2026-01-28 02:46:51
4299,06/09/2004,16.00.00,1.5,67.8291,30.1,27.2,2026-01-28 02:46:51
4300,06/09/2004,17.00.00,2.3,67.5556,29.6,27.5,2026-01-28 02:46:51
4301,06/09/2004,18.00.00,2.6,67.2821,29.6,27.7,2026-01-28 02:46:51
4302,06/09/2004,19.00.00,2.9,67.0085,28.0,30.1,2026-01-28 02:46:51
4303,06/09/2004,20.00.00,1.8,66.735,26.8,33.8,2026-01-28 02:46:51
4304,06/09/2004,21.00.00,1.3,66.4615,25.7,35.8,2026-01-28 02:46:51
4305,06/09/2004,22.00.00,1.3,66.188,25.4,35.2,2026-01-28 02:46:51
4306,06/09/2004,23.00.00,1.2,65.9145,25.0,37.3,2026-01-28 02:46:51
4307,07/09/2004,00.00.00,1.2,65.641,24.6,40.5,2026-01-28 02:46:51
4308,07/09/2004,01.00.00,0.8,65.3675,24.2,43.8,2026-01-28 02:46:51
4309,07/09/2004,02.00.00,0.6,65.094,24.0,43.7,2026-01-28 02:46:51
4310,07/09/2004,03.00.00,0.6,64.8205,21.9,48.3,2026-01-28 02:46:51
4311,07/09/2004,04.00.00,0.6,64.547,22.4,47.2,2026-01-28 02:46:51
4312,07/09/2004,05.00.00,0.7,64.2735,22.9,46.5,2026-01-28 02:46:51
4313,07/09/2004,06.00.00,1.3,64.0,23.1,47.0,2026-01-28 02:46:51
4314,07/09/2004,07.00.00,2.5,72.0,23.7,46.2,2026-01-28 02:46:51
4315,07/09/2004,08.00.00,3.4,73.0,25.8,41.9,2026-01-28 02:46:51
4316,07/09/2004,09.00.00,2.1,64.0,27.3,38.3,2026-01-28 02:46:51
4317,07/09/2004,10.00.00,2.2,74.0,31.0,29.1,2026-01-28 02:46:51
4318,07/09/2004,11.00.00,1.7,89.0,31.6,25.5,2026-01-28 02:46:51
4319,07/09/2004,12.00.00,2.1,96.6154,32.5,21.2,2026-01-28 02:46:51
4320,07/09/2004,13.00.00,2.2,104.231,31.7,20.5,2026-01-28 02:46:51
4321,07/09/2004,14.00.00,1.4,111.846,31.5,21.5,2026-01-28 02:46:51
4322,07/09/2004,15.00.00,1.4,119.462,31.6,20.8,2026-01-28 02:46:51
4323,07/09/2004,16.00.00,1.6,127.077,32.4,19.4,2026-01-28 02:46:51
4324,07/09/2004,17.00.00,2.3,134.692,31.7,20.3,2026-01-28 02:46:51
4325,07/09/2004,18.00.00,3.3,142.308,31.1,21.0,2026-01-28 02:46:51
4326,07/09/2004,19.00.00,4.1,149.923,28.9,25.4,2026-01-28 02:46:51
4327,07/09/2004,20.00.00,3.3,157.538,27.4,30.8,2026-01-28 02:46:51
4328,07/09/2004,21.00.00,2.2,165.154,26.3,34.1,2026-01-28 02:46:51
4329,07/09/2004,22.00.00,2.8,172.769,25.4,35.2,2026-01-28 02:46:51
4330,08/09/2004,09.00.00,3.4,180.385,22.7,33.0,2026-01-28 02:46:51
4331,08/09/2004,18.00.00,4.0,188.0,32.4,19.8,2026-01-28 02:46:51
4332,08/09/2004,19.00.00,4.7,176.0,29.9,22.3,2026-01-28 02:46:51
4333,08/09/2004,20.00.00,3.8,163.0,28.2,24.8,2026-01-28 02:46:51
4334,08/09/2004,21.00.00,2.8,155.0,26.8,28.9,2026-01-28 02:46:51
4335,08/09/2004,22.00.00,2.6,146.0,25.1,32.3,2026-01-28 02:46:51
4336,08/09/2004,23.00.00,2.0,131.0,25.4,30.5,2026-01-28 02:46:51
4337,09/09/2004,00.00.00,1.4,119.0,24.9,28.3,2026-01-28 02:46:51
4338,09/09/2004,01.00.00,1.2,98.0,23.2,30.5,2026-01-28 02:46:51
4339,09/09/2004,02.00.00,0.6,89.0,22.3,33.6,2026-01-28 02:46:51
4340,09/09/2004,03.00.00,0.3,78.5,23.0,33.0,2026-01-28 02:46:51
4341,09/09/2004,04.00.00,0.2,68.0,21.4,35.7,2026-01-28 02:46:51
4342,09/09/2004,05.00.00,0.4,65.0,21.7,33.4,2026-01-28 02:46:51
4343,09/09/2004,06.00.00,0.6,81.0,20.3,35.5,2026-01-28 02:46:51
4344,09/09/2004,07.00.00,3.0,136.0,19.7,37.5,2026-01-28 02:46:51
4345,09/09/2004,08.00.00,3.2,130.0,21.0,35.6,2026-01-28 02:46:51
4346,09/09/2004,09.00.00,3.5,157.0,25.0,28.9,2026-01-28 02:46:51
4347,09/09/2004,10.00.00,3.1,171.0,31.0,21.9,2026-01-28 02:46:51
4348,09/09/2004,11.00.00,2.2,143.0,34.9,18.5,2026-01-28 02:46:51
4349,09/09/2004,12.00.00,1.7,116.0,37.1,15.0,2026-01-28 02:46:51
4350,09/09/2004,13.00.00,2.0,129.0,35.0,17.3,2026-01-28 02:46:51
4351,09/09/2004,14.00.00,2.5,168.0,35.1,17.5,2026-01-28 02:46:51
4352,09/09/2004,15.00.00,2.4,152.0,35.4,16.6,2026-01-28 02:46:51
4353,09/09/2004,16.00.00,2.9,175.0,38.4,13.8,2026-01-28 02:46:51
4354,09/09/2004,17.00.00,4.2,212.0,37.6,14.5,2026-01-28 02:46:51
4355,09/09/2004,18.00.00,5.4,220.0,35.2,16.6,2026-01-28 02:46:51
4356,09/09/2004,19.00.00,4.3,175.0,31.2,25.5,2026-01-28 02:46:51
4357,09/09/2004,20.00.00,3.6,165.0,29.3,30.7,2026-01-28 02:46:51
4358,09/09/2004,21.00.00,2.0,136.0,28.3,30.1,2026-01-28 02:46:51
4359,09/09/2004,22.00.00,1.5,111.0,27.4,31.5,2026-01-28 02:46:51
4360,09/09/2004,23.00.00,1.5,114.0,26.2,35.7,2026-01-28 02:46:51
4361,10/09/2004,00.00.00,1.2,96.0,25.2,38.1,2026-01-28 02:46:51
4362,10/09/2004,01.00.00,1.0,75.0,24.4,39.1,2026-01-28 02:46:51
4363,10/09/2004,02.00.00,0.5,58.0,23.7,39.1,2026-01-28 02:46:51
4364,10/09/2004,03.00.00,0.5,49.5,24.2,38.5,2026-01-28 02:46:51
4365,10/09/2004,04.00.00,0.4,41.0,24.5,38.5,2026-01-28 02:46:51
4366,10/09/2004,05.00.00,0.5,55.0,22.4,43.5,2026-01-28 02:46:51
4367,10/09/2004,06.00.00,0.7,73.0,22.3,43.8,2026-01-28 02:46:51
4368,10/09/2004,07.00.00,2.4,108.0,21.4,45.8,2026-01-28 02:46:51
4369,10/09/2004,08.00.00,4.1,147.0,22.9,41.3,2026-01-28 02:46:51
4370,10/09/2004,09.00.00,3.0,150.0,26.6,30.3,2026-01-28 02:46:51
4371,10/09/2004,10.00.00,2.0,131.0,30.3,23.0,2026-01-28 02:46:51
4372,10/09/2004,11.00.00,2.5,144.0,32.8,18.9,2026-01-28 02:46:51
4373,10/09/2004,12.00.00,2.4,151.0,34.3,17.7,2026-01-28 02:46:51
4374,10/09/2004,13.00.00,2.6,165.0,33.3,18.9,2026-01-28 02:46:51
4375,10/09/2004,14.00.00,1.9,135.0,33.0,20.1,2026-01-28 02:46:51
4376,10/09/2004,15.00.00,2.1,143.0,33.6,19.6,2026-01-28 02:46:51
4377,10/09/2004,16.00.00,2.5,153.0,34.9,18.4,2026-01-28 02:46:51
4378,10/09/2004,17.00.00,2.7,149.0,33.4,20.3,2026-01-28 02:46:51
4379,10/09/2004,18.00.00,3.3,164.0,31.6,22.7,2026-01-28 02:46:51
4380,10/09/2004,19.00.00,3.2,180.0,29.2,26.9,2026-01-28 02:46:51
4381,10/09/2004,20.00.00,2.6,159.0,27.7,30.1,2026-01-28 02:46:51
4382,10/09/2004,21.00.00,1.4,119.0,27.1,31.0,2026-01-28 02:46:51
4383,10/09/2004,22.00.00,1.6,127.0,26.0,33.4,2026-01-28 02:46:51
4384,10/09/2004,23.00.00,1.7,131.0,25.1,35.7,2026-01-28 02:46:51
4385,11/09/2004,00.00.00,1.6,101.0,24.3,38.5,2026-01-28 02:46:51
4386,11/09/2004,01.00.00,1.62586,101.638,23.4,40.7,2026-01-28 02:46:51
4387,11/09/2004,02.00.00,1.65172,102.276,23.2,41.2,2026-01-28 02:46:51
4388,11/09/2004,03.00.00,1.67759,102.914,23.6,40.5,2026-01-28 02:46:51
4389,11/09/2004,04.00.00,1.70345,103.552,23.5,40.9,2026-01-28 02:46:51
4390,11/09/2004,05.00.00,1.72931,104.19,20.5,48.4,2026-01-28 02:46:51
4391,11/09/2004,06.00.00,1.75517,104.828,20.7,48.4,2026-01-28 02:46:51
4392,11/09/2004,07.00.00,1.78103,105.466,19.9,50.8,2026-01-28 02:46:51
4393,11/09/2004,08.00.00,1.8069,106.103,21.3,47.2,2026-01-28 02:46:51
4394,11/09/2004,09.00.00,1.83276,106.741,24.0,40.8,2026-01-28 02:46:51
4395,11/09/2004,10.00.00,1.85862,107.379,28.7,30.3,2026-01-28 02:46:51
4396,11/09/2004,11.00.00,1.88448,108.017,31.9,24.7,2026-01-28 02:46:51
4397,11/09/2004,12.00.00,1.91034,108.655,33.8,21.9,2026-01-28 02:46:51
4398,11/09/2004,13.00.00,1.93621,109.293,32.7,22.7,2026-01-28 02:46:51
4399,11/09/2004,14.00.00,1.96207,109.931,33.0,21.3,2026-01-28 02:46:51
4400,11/09/2004,15.00.00,1.98793,110.569,33.9,21.2,2026-01-28 02:46:51
4401,11/09/2004,16.00.00,2.01379,111.207,35.9,20.3,2026-01-28 02:46:51
4402,11/09/2004,17.00.00,2.03966,111.845,34.2,22.6,2026-01-28 02:46:51
4403,11/09/2004,18.00.00,2.06552,112.483,32.0,27.3,2026-01-28 02:46:51
4404,11/09/2004,19.00.00,2.09138,113.121,29.3,32.6,2026-01-28 02:46:51
4405,11/09/2004,20.00.00,2.11724,113.759,27.2,38.0,2026-01-28 02:46:51
4406,11/09/2004,21.00.00,2.1431,114.397,26.1,41.1,2026-01-28 02:46:51
4407,11/09/2004,22.00.00,2.16897,115.034,25.3,44.6,2026-01-28 02:46:51
4408,11/09/2004,23.00.00,2.19483,115.672,24.6,47.2,2026-01-28 02:46:51
4409,12/09/2004,00.00.00,2.22069,116.31,24.1,48.8,2026-01-28 02:46:51
4410,12/09/2004,01.00.00,2.24655,116.948,23.6,50.4,2026-01-28 02:46:51
4411,12/09/2004,02.00.00,2.27241,117.586,22.0,55.8,2026-01-28 02:46:51
4412,12/09/2004,03.00.00,2.29828,118.224,22.4,53.6,2026-01-28 02:46:51
4413,12/09/2004,04.00.00,2.32414,118.862,21.6,55.8,2026-01-28 02:46:51
4414,12/09/2004,05.00.00,2.35,119.5,21.8,55.2,2026-01-28 02:46:51
4415,12/09/2004,06.00.00,2.37586,120.138,21.7,55.4,2026-01-28 02:46:51
4416,12/09/2004,07.00.00,2.40172,120.776,20.6,59.8,2026-01-28 02:46:51
4417,12/09/2004,08.00.00,2.42759,121.414,22.1,55.3,2026-01-28 02:46:51
4418,12/09/2004,09.00.00,2.45345,122.052,24.8,48.2,2026-01-28 02:46:51
4419,12/09/2004,10.00.00,2.47931,122.69,27.9,43.4,2026-01-28 02:46:51
4420,12/09/2004,11.00.00,2.50517,123.328,30.1,38.5,2026-01-28 02:46:51
4421,12/09/2004,12.00.00,2.53103,123.966,28.2,48.6,2026-01-28 02:46:51
4422,12/09/2004,13.00.00,2.5569,124.603,24.8,70.4,2026-01-28 02:46:51
4423,12/09/2004,14.00.00,2.58276,125.241,27.8,49.4,2026-01-28 02:46:51
4424,12/09/2004,15.00.00,2.60862,125.879,25.4,59.9,2026-01-28 02:46:51
4425,12/09/2004,16.00.00,2.63448,126.517,26.1,66.8,2026-01-28 02:46:51
4426,12/09/2004,17.00.00,2.66034,127.155,28.0,53.2,2026-01-28 02:46:51
4427,12/09/2004,18.00.00,2.68621,127.793,27.4,51.4,2026-01-28 02:46:51
4428,12/09/2004,19.00.00,2.71207,128.431,25.7,55.8,2026-01-28 02:46:51
4429,12/09/2004,20.00.00,2.73793,129.069,24.6,60.3,2026-01-28 02:46:51
4430,12/09/2004,21.00.00,2.76379,129.707,24.2,61.6,2026-01-28 02:46:51
4431,12/09/2004,22.00.00,2.78966,130.345,23.8,63.5,2026-01-28 02:46:51
4432,12/09/2004,23.00.00,2.81552,130.983,23.0,64.8,2026-01-28 02:46:51
4433,13/09/2004,00.00.00,2.84138,131.621,23.0,63.3,2026-01-28 02:46:51
4434,13/09/2004,01.00.00,2.86724,132.259,22.8,63.3,2026-01-28 02:46:51
4435,13/09/2004,02.00.00,2.8931,132.897,21.0,68.6,2026-01-28 02:46:51
4436,13/09/2004,03.00.00,2.91897,133.534,20.4,70.7,2026-01-28 02:46:51
4437,13/09/2004,04.00.00,2.94483,134.172,19.4,73.4,2026-01-28 02:46:51
4438,13/09/2004,05.00.00,2.97069,134.81,19.5,72.0,2026-01-28 02:46:51
4439,13/09/2004,06.00.00,2.99655,135.448,19.7,70.3,2026-01-28 02:46:51
4440,13/09/2004,07.00.00,3.02241,136.086,20.4,66.7,2026-01-28 02:46:51
4441,13/09/2004,08.00.00,3.04828,136.724,21.8,61.8,2026-01-28 02:46:51
4442,13/09/2004,09.00.00,3.07414,137.362,23.0,60.2,2026-01-28 02:46:51
4443,13/09/2004,10.00.00,3.1,138.0,25.4,53.0,2026-01-28 02:46:51
4444,13/09/2004,11.00.00,2.9,138.0,30.0,41.6,2026-01-28 02:46:51
4445,13/09/2004,12.00.00,3.0,138.0,32.6,34.8,2026-01-28 02:46:51
4446,13/09/2004,13.00.00,3.0,137.0,32.2,34.2,2026-01-28 02:46:51
4447,13/09/2004,14.00.00,2.2,120.0,32.1,33.5,2026-01-28 02:46:51
4448,13/09/2004,15.00.00,2.0,208.0,32.6,31.8,2026-01-28 02:46:51
4449,13/09/2004,16.00.00,2.3,128.0,35.2,25.2,2026-01-28 02:46:51
4450,13/09/2004,17.00.00,3.1,145.0,34.3,24.7,2026-01-28 02:46:51
4451,13/09/2004,18.00.00,4.65,156.5,31.5,29.9,2026-01-28 02:46:51
4452,13/09/2004,19.00.00,6.2,168.0,29.0,36.6,2026-01-28 02:46:51
4453,13/09/2004,20.00.00,4.7,177.0,27.1,42.2,2026-01-28 02:46:51
4454,13/09/2004,21.00.00,3.0,172.0,26.1,46.4,2026-01-28 02:46:51
4455,13/09/2004,22.00.00,2.1,112.0,25.1,49.4,2026-01-28 02:46:51
4456,13/09/2004,23.00.00,1.0,39.0,26.0,46.4,2026-01-28 02:46:51
4457,14/09/2004,00.00.00,0.8,68.0,24.7,49.2,2026-01-28 02:46:51
4458,14/09/2004,01.00.00,0.7,51.0,24.8,49.0,2026-01-28 02:46:51
4459,14/09/2004,02.00.00,0.765,52.525,23.5,52.6,2026-01-28 02:46:51
4460,14/09/2004,03.00.00,0.83,54.05,20.8,62.1,2026-01-28 02:46:51
4461,14/09/2004,04.00.00,0.895,55.575,19.9,65.5,2026-01-28 02:46:51
4462,14/09/2004,05.00.00,0.96,57.1,20.6,62.9,2026-01-28 02:46:51
4463,14/09/2004,06.00.00,1.025,58.625,21.3,59.4,2026-01-28 02:46:51
4464,14/09/2004,07.00.00,1.09,60.15,22.0,58.3,2026-01-28 02:46:51
4465,14/09/2004,08.00.00,1.155,61.675,23.2,55.4,2026-01-28 02:46:51
4466,14/09/2004,09.00.00,1.22,63.2,26.5,50.2,2026-01-28 02:46:51
4467,14/09/2004,10.00.00,1.285,64.725,29.0,45.5,2026-01-28 02:46:51
4468,14/09/2004,11.00.00,1.35,66.25,30.1,42.0,2026-01-28 02:46:51
4469,14/09/2004,12.00.00,1.415,67.775,32.3,35.9,2026-01-28 02:46:51
4470,14/09/2004,13.00.00,1.48,69.3,33.2,33.8,2026-01-28 02:46:51
4471,14/09/2004,14.00.00,1.545,70.825,34.0,33.6,2026-01-28 02:46:51
4472,14/09/2004,15.00.00,1.61,72.35,29.9,45.6,2026-01-28 02:46:51
4473,14/09/2004,16.00.00,1.675,73.875,27.7,53.7,2026-01-28 02:46:51
4474,14/09/2004,17.00.00,1.74,75.4,28.0,52.7,2026-01-28 02:46:51
4475,14/09/2004,18.00.00,1.805,76.925,28.6,48.2,2026-01-28 02:46:51
4476,14/09/2004,19.00.00,1.87,78.45,24.8,61.6,2026-01-28 02:46:51
4477,14/09/2004,20.00.00,1.935,79.975,20.3,77.2,2026-01-28 02:46:51
4478,14/09/2004,21.00.00,2.0,81.5,19.7,82.5,2026-01-28 02:46:51
4479,14/09/2004,22.00.00,2.065,83.025,20.6,78.8,2026-01-28 02:46:51
4480,14/09/2004,23.00.00,2.13,84.55,19.2,87.2,2026-01-28 02:46:51
4481,15/09/2004,00.00.00,2.195,86.075,20.5,81.5,2026-01-28 02:46:51
4482,15/09/2004,01.00.00,2.26,87.6,21.4,74.0,2026-01-28 02:46:51
4483,15/09/2004,02.00.00,2.325,89.125,20.5,78.2,2026-01-28 02:46:51
4484,15/09/2004,03.00.00,2.39,90.65,20.7,77.8,2026-01-28 02:46:51
4485,15/09/2004,04.00.00,2.455,92.175,20.5,78.0,2026-01-28 02:46:51
4486,15/09/2004,05.00.00,2.52,93.7,20.6,76.2,2026-01-28 02:46:51
4487,15/09/2004,06.00.00,2.585,95.225,20.1,77.4,2026-01-28 02:46:51
4488,15/09/2004,07.00.00,2.65,96.75,20.9,73.3,2026-01-28 02:46:51
4489,15/09/2004,08.00.00,2.715,98.275,21.2,72.3,2026-01-28 02:46:51
4490,15/09/2004,09.00.00,2.78,99.8,22.5,68.9,2026-01-28 02:46:51
4491,15/09/2004,10.00.00,2.845,101.325,23.7,64.5,2026-01-28 02:46:51
4492,15/09/2004,11.00.00,2.91,102.85,23.2,68.4,2026-01-28 02:46:51
4493,15/09/2004,12.00.00,2.975,104.375,23.5,69.2,2026-01-28 02:46:51
4494,15/09/2004,13.00.00,3.04,105.9,24.1,65.5,2026-01-28 02:46:51
4495,15/09/2004,14.00.00,3.105,107.425,24.2,65.6,2026-01-28 02:46:51
4496,15/09/2004,15.00.00,3.17,108.95,24.6,63.9,2026-01-28 02:46:51
4497,15/09/2004,16.00.00,3.235,110.475,26.3,56.5,2026-01-28 02:46:51
4498,15/09/2004,17.00.00,3.3,112.0,26.9,53.1,2026-01-28 02:46:51
4499,15/09/2004,18.00.00,6.1,170.0,26.5,50.8,2026-01-28 02:46:51
4500,15/09/2004,19.00.00,6.7,173.0,25.1,55.8,2026-01-28 02:46:51
4501,15/09/2004,20.00.00,4.4,135.0,23.9,58.9,2026-01-28 02:46:51
4502,15/09/2004,21.00.00,1.9,93.0,23.1,62.8,2026-01-28 02:46:51
4503,15/09/2004,22.00.00,1.8,74.0,22.1,67.3,2026-01-28 02:46:51
4504,15/09/2004,23.00.00,1.5,69.0,22.1,66.5,2026-01-28 02:46:51
4505,16/09/2004,00.00.00,1.6,109.0,21.1,70.1,2026-01-28 02:46:51
4506,16/09/2004,01.00.00,0.8,55.0,21.9,67.1,2026-01-28 02:46:51
4507,16/09/2004,02.00.00,0.5,49.0,21.7,67.4,2026-01-28 02:46:51
4508,16/09/2004,03.00.00,0.7,45.5,20.2,73.8,2026-01-28 02:46:51
4509,16/09/2004,04.00.00,0.6,42.0,19.1,76.0,2026-01-28 02:46:51
4510,16/09/2004,05.00.00,0.9,50.0,19.4,75.4,2026-01-28 02:46:51
4511,16/09/2004,06.00.00,1.4,53.0,19.7,74.4,2026-01-28 02:46:51
4512,16/09/2004,07.00.00,4.2,86.0,19.9,74.3,2026-01-28 02:46:51
4513,16/09/2004,08.00.00,4.1,81.0,20.4,72.8,2026-01-28 02:46:51
4514,16/09/2004,09.00.00,3.6,96.0,21.6,67.7,2026-01-28 02:46:51
4515,16/09/2004,10.00.00,2.5,96.0,22.9,59.1,2026-01-28 02:46:51
4516,16/09/2004,11.00.00,1.3,79.0,18.7,73.1,2026-01-28 02:46:51
4517,16/09/2004,12.00.00,1.7,95.0,21.1,58.3,2026-01-28 02:46:51
4518,16/09/2004,13.00.00,2.1,127.0,23.3,47.1,2026-01-28 02:46:51
4519,16/09/2004,14.00.00,1.7,102.0,22.9,47.9,2026-01-28 02:46:51
4520,16/09/2004,15.00.00,1.9,107.0,23.3,46.2,2026-01-28 02:46:51
4521,16/09/2004,16.00.00,2.3,110.0,23.7,45.4,2026-01-28 02:46:51
4522,16/09/2004,17.00.00,3.3,124.0,23.8,46.1,2026-01-28 02:46:51
4523,16/09/2004,18.00.00,3.5,113.0,23.0,49.3,2026-01-28 02:46:51
4524,16/09/2004,19.00.00,3.6,104.0,21.9,53.1,2026-01-28 02:46:51
4525,16/09/2004,20.00.00,2.9,117.0,21.3,54.8,2026-01-28 02:46:51
4526,16/09/2004,21.00.00,2.0,94.0,21.2,55.2,2026-01-28 02:46:51
4527,16/09/2004,22.00.00,1.9,99.0,21.4,54.8,2026-01-28 02:46:51
4528,16/09/2004,23.00.00,1.5,104.0,20.8,57.2,2026-01-28 02:46:51
4529,17/09/2004,00.00.00,1.1,109.0,21.3,55.8,2026-01-28 02:46:51
4530,17/09/2004,01.00.00,0.8,72.0,21.4,52.1,2026-01-28 02:46:51
4531,17/09/2004,02.00.00,0.5,40.0,20.6,56.6,2026-01-28 02:46:51
4532,17/09/2004,03.00.00,0.4,31.5,20.0,59.1,2026-01-28 02:46:51
4533,17/09/2004,04.00.00,0.3,23.0,19.7,61.9,2026-01-28 02:46:51
4534,17/09/2004,05.00.00,0.3,24.0,19.6,59.1,2026-01-28 02:46:51
4535,17/09/2004,06.00.00,0.5,41.0,19.8,56.7,2026-01-28 02:46:51
4536,17/09/2004,07.00.00,2.4,99.0,20.2,55.6,2026-01-28 02:46:51
4537,17/09/2004,08.00.00,2.2,91.0,19.7,57.8,2026-01-28 02:46:51
4538,17/09/2004,09.00.00,1.4,81.0,20.2,53.1,2026-01-28 02:46:51
4539,17/09/2004,10.00.00,1.6,95.0,22.0,47.0,2026-01-28 02:46:51
4540,17/09/2004,11.00.00,1.6,113.0,23.5,41.6,2026-01-28 02:46:51
4541,17/09/2004,12.00.00,1.6,89.0,22.8,41.8,2026-01-28 02:46:51
4542,17/09/2004,13.00.00,2.1,88.0,23.4,40.4,2026-01-28 02:46:51
4543,17/09/2004,14.00.00,1.1,81.0,23.2,42.8,2026-01-28 02:46:51
4544,17/09/2004,15.00.00,1.6,82.0,23.6,43.2,2026-01-28 02:46:51
4545,17/09/2004,16.00.00,2.4,115.0,23.9,40.8,2026-01-28 02:46:51
4546,17/09/2004,17.00.00,2.9,112.0,23.6,42.8,2026-01-28 02:46:51
4547,17/09/2004,18.00.00,2.7,116.0,23.2,43.3,2026-01-28 02:46:51
4548,17/09/2004,19.00.00,3.1,129.0,22.8,42.5,2026-01-28 02:46:51
4549,17/09/2004,20.00.00,2.2,110.0,22.3,42.2,2026-01-28 02:46:51
4550,17/09/2004,21.00.00,1.5,105.0,22.1,43.0,2026-01-28 02:46:51
4551,17/09/2004,22.00.00,1.2,90.0,22.2,42.7,2026-01-28 02:46:51
4552,17/09/2004,23.00.00,1.3,94.0,22.1,42.8,2026-01-28 02:46:51
4553,18/09/2004,00.00.00,1.4,96.0,22.1,43.5,2026-01-28 02:46:51
